"Wiretap Table A-1. United States District Courts
Report of Court-Authorized Intercepts of Wire, Oral, or Electronic Communications Pursuant to 18 U.S.C. 2519
CALIFORNIA CENTRAL,2012-74606,PREGERSON,BLANCO,NARCOTICS,WC,D,40883.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,21588.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74632,"WRIGHT, II",BLANCO,NARCOTICS,WC,D,40878.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,0.0,0,0,0,70802.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74686,GUTIERREZ,BROWN,NARCOTICS,WC,D,41022.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,44885.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74688,NGUYEN,WEINSTEIN,NARCOTICS,WC,D,41032.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,39318.0,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74690,NGUYEN,BURETTA,NARCOTICS,WC,D,40967.0,30.0,2.0,90.0,INSTALLED AND USED,87.0,0.0,0,0,0,104668.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74692,NGUYEN,SWARTZ,NARCOTICS,WC,D,41002.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,0.0,0,0,0,21438.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74694,SNYDER,BLANCO,NARCOTICS,WC,D,41043.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,51493.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74704,GUTIERREZ,BLANCO,NARCOTICS,WC,D,41061.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,22747.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74706,SNYDER,BLANCO,NARCOTICS,WC,D,41079.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,45694.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74710,NGUYEN,BROWN,NARCOTICS,WC,D,40975.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,0.0,0,0,0,21738.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74714,KING,WEINSTEIN,NARCOTICS,WC,D,41088.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,47152.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74722,PREGERSON,BROWN,NARCOTICS,WC,D,40921.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,21926.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74737,"WRIGHT, II",WEINSTEIN,NARCOTICS,WC,D,40983.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,82920.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74739,SNYDER,BLANCO,NARCOTICS,WC,D,41046.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,0.0,0,0,0,21430.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74743,SNYDER,BLANCO,NARCOTICS,WC,D,41064.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,38360.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74745,"WRIGHT, II",BROWN,NARCOTICS,WC,D,40914.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,75153.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74747,"WRIGHT, II",BROWN,NARCOTICS,WC,D,40949.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,41010.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74763,NGUYEN,BLANCO,NARCOTICS,WC,D,41030.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,21738.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74765,NGUYEN,BROWN,NARCOTICS,WC,D,40980.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,66003.0,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74767,"WRIGHT, II",BLANCO,NARCOTICS,WC,D,40848.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,75778.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74777,SNYDER,BROWN,NARCOTICS,WC,D,41152.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,22647.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74781,PREGERSON,BLANCO,NARCOTICS,WC,D,40893.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,21038.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74789,"WRIGHT, II",WEINSTEIN,NARCOTICS,WC,D,41026.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,38760.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2012-74797,SNYDER,BLANCO,NARCOTICS,WC,D,41127.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,22672.0,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74604,PHILLIPS,O'BRIEN,NARCOTICS,WC,D,41394.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,43605.0,4553.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74620,KRONSTADT,O'BRIEN,NARCOTICS,WC,D,41523.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,0.0,0,0,0,22784.0,1325.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74698,WU,BLANCO,NARCOTICS,WC,D,41313.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,22973.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74724,KRONSTADT,BITKOWER,NARCOTICS,WC,D,41485.0,30.0,1.0,60.0,INSTALLED AND USED,48.0,0.0,0,0,0,22209.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74733,KING,O'BRIEN,NARCOTICS,WC,D,41544.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,90448.0,6600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74741,KRONSTADT,O'BRIEN,NARCOTICS,WC,D,41423.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,21294.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74751,PHILLIPS,BLANCO,NARCOTICS,WC,D,41586.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,265.0,144,"7,695",133,37881.0,3700.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74755,WU,BLANCO,NARCOTICS,WC,D,41397.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,0.0,0,0,0,11182.0,1058.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74775,GEE,BLANCO,NARCOTICS,WC,D,41592.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,27137.0,4542.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74779,KRONSTADT,BLANCO,NARCOTICS,WC,D,41526.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,44511.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74783,PHILLIPS,O'BRIEN,NARCOTICS,WC,D,41491.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,24056.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74785,KRONSTADT,O'BRIEN,NARCOTICS,WC,D,41423.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,44319.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74787,PHILLIPS,BLANCO,NARCOTICS,WC,D,41348.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,61.0,90,"3,658",256,72299.0,2219.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74791,PHILLIPS,HULSER,NARCOTICS,WC,D,41269.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,355.0,181,"10,288",709,36518.0,500.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2013-74799,ANDERSON,BLANCO,NARCOTICS,WC,D,41344.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,25563.0,1212.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2014-77539,KRONSTADT,BITKOWER,CONSPIRACY,WC,D,41946.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,5,174,0,13425.0,1600.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA CENTRAL,2015-74618,REAL,O'BRIEN,NARCOTICS,TX,D,42244.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,2478.0,442,"148,679","84,410",137045.0,8303.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2015-77544,KRONSTADT,OBRIEN,CONSPIRACY,WC,D,42017.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,49,312,0,24263.0,12400.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA CENTRAL,2016-74700,BERNAL,DOWNING,NARCOTICS,TX,D,42551.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,671.0,375,"80,565","26,103",0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2016-74720,OLGUIN,O'BRIEN,NARCOTICS,TX,D,42594.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,1056.0,73,"63,387","15,159",0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2016-74726,OLGUIN,O'BRIEN,NARCOTICS,TX,D,42424.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,371.0,26,"21,494","8,396",83683.0,2778.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-68919,KRONSTADT,HULSER,NARCOTICS,"EE,WC",D,43059.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2017-68969,WU,DAVID C. RYBICKI,DRUGS - ILLEGAL,WC,D,43077.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2017-69774,KLAUSNER,HULSER,DRUGS - ILLEGAL,"TX,WC",D,42972.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2017-71621,WALTER,BLANCO,CORRUPTION,"TX,WC",D,42836.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2017-71631,FISCHER,SWARTZ,DRUGS - ILLEGAL,"OO,WC",D,43084.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2017-71769,CARNEY,HULSER,RACKETEERING,"TX,WC",D,43080.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2017-71968,SELNA,HULSER,NARCOTICS,"TX,WC",D,43082.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2017-71974,WU,DAVID C. RYBICKI,NARCOTICS,WC,D,43069.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2017-74608,GEE,MCFADDEN,NARCOTICS,WC,D,42803.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,57.0,27,"1,708",898,31534.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74616,OLGUIN,MCFADDEN,NARCOTICS,TX,D,42808.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,164.0,37,"4,929","1,407",232947.0,10298.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74622,"WRIGHT, II",DOWNING,NARCOTICS,WC,D,42681.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,51338.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74628,OTERO,HULSER,NARCOTICS,WC,D,43004.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3155.0,"1,262","94,647","17,971",0,0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA CENTRAL,2017-74634,"WRIGHT, II",MCFADDEN,NARCOTICS,WC,D,42789.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,56.0,120,"3,385",100,58487.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74696,WU,HULSER,NARCOTICS,WC,D,42907.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,9,59,8,5245.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74702,GEE,CHEUNG,NARCOTICS,TX,D,42787.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2201.0,64,"66,029","18,827",71949.0,5065.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74708,SNYDER,AHMAD,NARCOTICS,TX,D,42787.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,43.0,29,867,299,216855.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74716,GEE,BLANCO,NARCOTICS,TX,D,42753.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,634.0,51,"35,518","13,173",42988.0,2026.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74728,GEE,HULSER,NARCOTICS,TX,D,42661.0,30.0,1.0,60.0,INSTALLED AND USED,45.0,1423.0,59,"64,023","23,083",80372.0,5065.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74735,OLGUIN,HULSER,NARCOTICS,TX,D,42853.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,102.0,67,"2,445",680,43558.0,2517.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74749,"WRIGHT, II",HULSER,NARCOTICS,WC,D,42983.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,35.0,53,450,128,10818.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74757,OTERO,MCFADDEN,NARCOTICS,WC,D,42975.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,904.0,"1,264","54,237","13,154",0,0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA CENTRAL,2017-74759,O'CONNELL,HULSER,NARCOTICS,TX,D,42975.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,41,328,225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74771,OTERO,RYBICKI,NARCOTICS,WC,D,42937.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,586.0,"1,288","52,765","9,743",332550.0,19500.0,18.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74793,SNYDER,HULSER,NARCOTICS,TX,D,43019.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,29.0,13,"1,742",654,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-74795,KRONSTADT,HULSER,NARCOTICS,WC,D,43024.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,128.0,61,"3,848","1,787",38760.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-77341,KLAUSNER,HULSER,DRUGS - ILLEGAL,"TX,WC",D,42972.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2017-77546,WRIGHT,DOWNING,CONSPIRACY,WC,D,42713.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,14.0,128,"1,242",0,24856.0,17870.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-77548,WRIGHT,SUH,CONSPIRACY,WC,D,42720.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2017-77546,RELATED TO NO. 2017-77546
CALIFORNIA CENTRAL,2017-77550,WRIGHT,CHEUNG,OTHER,WC,D,42740.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0.0,0.0,0,0,0,64776.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-77552,WRIGHT,BLANCO,CONSPIRACY,WC,D,42767.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,36.0,354,"4,296",0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2017-77546,RELATED TO NO. 2017-77546
CALIFORNIA CENTRAL,2017-77554,WRIGHT,AHMAD,OTHER,WC,D,42795.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0.0,0.0,0,0,0,64982.0,25000.0,0,0,0,0,0,0,,RELATED TO NO. 2017-77550
CALIFORNIA CENTRAL,2017-77557,SELNA,HULSER,CONSPIRACY,WC,D,42860.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,9.0,9,60,60,10081.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-77559,SELNA,HULSER,CONSPIRACY,WC,D,42900.0,30.0,4.0,150.0,INSTALLED AND USED,150.0,129.0,128,"19,339","6,671",43266.0,775.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2017-77557
CALIFORNIA CENTRAL,2017-77561,SELNA,HULSER,CONSPIRACY,WC,D,42962.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,46.0,56,"2,767","1,386",49463.0,1600.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2017-77557
CALIFORNIA CENTRAL,2017-77563,KLAUSNER,SWARTZ,CONSPIRACY,WC,D,43007.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,29,290,0,12080.0,8655.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2017-77567,KLAUSNER,HULSER,CONSPIRACY,WC,D,43039.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,298.0,672,"17,901",0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2017-77563,RELATED TO NO. 2017-77563
CALIFORNIA CENTRAL,2017-77569,KRONSTADT,HULSER,CONSPIRACY,WC,D,43059.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,41,319,319,154116.0,14602.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA CENTRAL,2018-68918,KRONSTADT,HULSER,NARCOTICS,"EE,WC",D,43111.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68920,KRONSTADT,HULSER,NARCOTICS,"EE,WC",D,43153.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68946,WRIGHT,M. KENDALL DAY,NARCOTICS,"AP,TX,WO",D,43097.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68947,WRIGHT,HULSER,NARCOTICS,"AP,TX,WO",D,43157.0,30.0,4.0,150.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68949,WRIGHT,DAVID RYBICKI,NARCOTICS,"AP,TX,WO",D,43236.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68950,WRIGHT,HULSER,NARCOTICS,"AP,TX,WO",D,43320.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68951,WRIGHT,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43343.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68953,KLAUSNER,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43315.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68955,REAL,DAVID C. RYBICKI,DRUGS - ILLEGAL,WC,D,43374.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68956,REAL,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43374.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68957,REAL,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43399.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68958,KLAUSNER,MATTHEW S. MINER,DRUGS - ILLEGAL,WC,D,43234.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68959,"BIROTTE, JR.",HULSER,DRUGS - ILLEGAL,"TX,WC",D,43223.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,162,0,0,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA CENTRAL,2018-68960,"BIROTTE, JR.",DOWNING,DRUGS - ILLEGAL,"TX,WC",D,43244.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,0,23,0,117,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA CENTRAL,2018-68961,"BIROTTE, JR.",HULSER,DRUGS - ILLEGAL,"TX,WC",D,43252.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,46,0,651,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA CENTRAL,2018-68964,FISCHER,HULSER,DRUGS - ILLEGAL,WC,D,43404.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68967,WU,RICHARD DOWNING,RACKETEERING,"TX,WC",D,43403.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68968,WU,RICHARD DOWNING,RACKETEERING,"TX,WC",D,43245.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68970,WU,DAVID RYBICKI,NARCOTICS,"AP,TX,WO",D,43027.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68971,OLGUIN,BLANCO,RACKETEERING,"TX,WC",D,43041.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68972,OLGUIN,BLANCO,RACKETEERING,"TX,WC",D,43081.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68973,OLGUIN,BLANCO,RACKETEERING,"TX,WC",D,43166.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-68974,OLGUIN,BLANCO,RACKETEERING,"TX,WC","D,N",43041.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-69100,KRONSTADT,DAVID RYBICKI,NARCOTICS,"AP,TX,WO",D,43370.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-69133,CARNEY,DAVID C. RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43236.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-69751,GUTIERREZ,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43167.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-69772,GUTIERREZ,DOWNING,DRUGS - ILLEGAL,"TX,WC",D,43151.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-69773,GUTIERREZ,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43076.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-69775,GUTIERREZ,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43276.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-69776,GUTIERREZ,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43292.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CALIFORNIA CENTRAL,2018-69777,GUTIERREZ,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43353.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
