State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost ($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
CALIFORNIA,LOS ANGELES,2013-2,FIDLER,WONG,MURDER,WC,D,41200.0,30,2,90,INSTALLED AND USED,30.0,30.0,118.0,890.0,268.0,643.0,643.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-3,FIDLER,WONG,NARCOTICS,WC,D,41221.0,30,1,60,INSTALLED AND USED,30.0,111.0,206.0,3334.0,1294.0,67036.0,34143.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-4,FIDLER,WONG,MURDER,WC,D,41227.0,30,1,60,INSTALLED AND USED,60.0,260.0,6.0,15592.0,424.0,49600.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-5,FIDLER,WONG,MURDER,WC,D,41232.0,30,1,60,INSTALLED AND USED,59.0,91.0,52.0,5343.0,241.0,40000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-6,FIDLER,WONG,NARCOTICS,WC,D,41233.0,30,2,90,INSTALLED AND USED,30.0,156.0,191.0,4686.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-7,FIDLER,WONG,NARCOTICS,WC,D,41233.0,30,5,180,INSTALLED AND USED,23.0,22.0,1.0,510.0,120.0,128000.0,3000.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-8,FIDLER,WONG,NARCOTICS,WC,D,41234.0,30,4,150,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-9,FIDLER,WONG,NARCOTICS,WC,D,41247.0,30,0,30,INSTALLED AND USED,30.0,10.0,5.0,308.0,40.0,26000.0,4000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-10,FIDLER,WONG,NARCOTICS,WC,D,41256.0,30,0,30,INSTALLED AND USED,18.0,13.0,18.0,227.0,19.0,17127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-11,FIDLER,WONG,NARCOTICS,WC,D,41258.0,30,3,120,INSTALLED AND USED,120.0,21.0,39.0,2469.0,1558.0,80000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-12,FIDLER,WONG,NARCOTICS,WC,D,41261.0,30,0,30,INSTALLED AND USED,30.0,78.0,40.0,2327.0,429.0,56750.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-13,FIDLER,WONG,MURDER,WC,D,41262.0,30,0,30,INSTALLED AND USED,30.0,76.0,38.0,2285.0,41.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-14,FIDLER,WONG,NARCOTICS,TX,D,41262.0,30,0,30,INSTALLED AND USED,30.0,0.0,1.0,2.0,1.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-15,FIDLER,WONG,NARCOTICS,WC,D,41263.0,30,0,30,INSTALLED AND USED,22.0,43.0,4.0,951.0,17.0,20000.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-16,FIDLER,WONG,NARCOTICS,WC,D,41263.0,30,1,60,INSTALLED AND USED,10.0,107.0,25.0,1066.0,256.0,9987.0,6687.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-17,FIDLER,WONG,NARCOTICS,WC,D,41263.0,30,0,30,INSTALLED AND USED,30.0,262.0,95.0,7856.0,535.0,32304.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-18,FIDLER,WONG,NARCOTICS,"WC,TX",D,41264.0,30,1,60,INSTALLED AND USED,30.0,242.0,68.0,7248.0,1138.0,16000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-19,FIDLER,WONG,NARCOTICS,WC,D,41270.0,30,2,90,INSTALLED AND USED,30.0,3.0,10.0,99.0,40.0,22988.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-20,FIDLER,WONG,NARCOTICS,WC,D,41276.0,30,0,30,INSTALLED AND USED,30.0,125.0,48.0,3737.0,93.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-21,FIDLER,WONG,NARCOTICS,WC,D,41288.0,30,0,30,INSTALLED AND USED,60.0,70.0,160.0,4220.0,175.0,60000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-22,FIDLER,WONG,NARCOTICS,"WC,TX",D,41291.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-23,FIDLER,WONG,MURDER,WC,D,41292.0,30,0,30,INSTALLED AND USED,30.0,31.0,3.0,934.0,5.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-24,FIDLER,WONG,NARCOTICS,WC,D,41298.0,30,0,30,INSTALLED AND USED,30.0,11.0,23.0,341.0,39.0,23800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-25,FIDLER,WONG,NARCOTICS,WC,D,41299.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-26,FIDLER,WONG,NARCOTICS,WC,D,41305.0,30,0,30,INSTALLED AND USED,60.0,249.0,282.0,14967.0,1452.0,110400.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-27,FIDLER,WONG,NARCOTICS,WC,D,41306.0,30,0,30,INSTALLED AND USED,59.0,104.0,90.0,6163.0,1556.0,22938.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-28,FIDLER,WONG,NARCOTICS,WC,D,41306.0,30,1,60,INSTALLED AND USED,30.0,42.0,92.0,1261.0,677.0,43000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-29,FIDLER,WONG,NARCOTICS,WC,D,41309.0,30,0,30,INSTALLED AND USED,120.0,10.0,26.0,1142.0,403.0,60000.0,54000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-30,FIDLER,WONG,NARCOTICS,WC,D,41312.0,30,0,30,INSTALLED AND USED,29.0,80.0,124.0,2309.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-8,RELATED TO NO. 2013-8
CALIFORNIA,LOS ANGELES,2013-31,FIDLER,WONG,NARCOTICS,WC,D,41312.0,30,0,30,INSTALLED AND USED,29.0,672.0,588.0,19477.0,513.0,55006.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-32,FIDLER,WONG,NARCOTICS,WC,D,41312.0,30,0,30,INSTALLED AND USED,30.0,232.0,4.0,6965.0,111.0,200040.0,5040.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-33,FIDLER,WONG,NARCOTICS,WC,D,41312.0,30,0,30,INSTALLED AND USED,30.0,80.0,4.0,2407.0,943.0,22500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-34,FIDLER,WONG,NARCOTICS,WC,D,41313.0,30,0,30,INSTALLED AND USED,19.0,352.0,10.0,6689.0,552.0,23800.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-35,FIDLER,WONG,NARCOTICS,WC,D,41313.0,30,0,30,INSTALLED AND USED,87.0,20.0,114.0,1769.0,343.0,64200.0,7500.0,6.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-36,FIDLER,WONG,NARCOTICS,WC,D,41319.0,30,2,90,INSTALLED AND USED,30.0,7.0,76.0,211.0,20.0,21100.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-37,FIDLER,WONG,NARCOTICS,WC,D,41320.0,30,2,90,INSTALLED AND USED,30.0,8.0,72.0,234.0,7.0,21400.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-38,FIDLER,WONG,NARCOTICS,WC,D,41324.0,30,0,30,INSTALLED AND USED,15.0,334.0,95.0,5004.0,168.0,17501.0,1286.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-39,FIDLER,WONG,NARCOTICS,WC,D,41325.0,30,0,30,INSTALLED AND USED,86.0,434.0,250.0,37310.0,4516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-5,RELATED TO NO. 2013-5
CALIFORNIA,LOS ANGELES,2013-40,FIDLER,WONG,NARCOTICS,WC,D,41331.0,30,0,30,INSTALLED AND USED,37.0,17.0,25.0,634.0,288.0,24042.0,4171.0,12.0,0.0,0.0,0.0,0.0,9.0,,
CALIFORNIA,LOS ANGELES,2013-41,FIDLER,WONG,NARCOTICS,WC,D,41331.0,30,0,30,INSTALLED AND USED,28.0,40.0,4.0,1119.0,87.0,128000.0,3000.0,4.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-42,FIDLER,WONG,NARCOTICS,WC,D,41332.0,30,0,30,INSTALLED AND USED,21.0,15.0,23.0,317.0,115.0,19552.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-43,FIDLER,WONG,NARCOTICS,WC,D,41332.0,30,1,60,INSTALLED AND USED,30.0,25.0,66.0,745.0,356.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-44,FIDLER,WONG,NARCOTICS,WC,D,41334.0,30,0,30,INSTALLED AND USED,60.0,8.0,25.0,508.0,98.0,40000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-45,FIDLER,WONG,NARCOTICS,WC,D,41334.0,30,2,90,INSTALLED AND USED,30.0,167.0,87.0,5021.0,937.0,20000.0,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-46,FIDLER,WONG,NARCOTICS,WC,D,41337.0,30,1,60,INSTALLED AND USED,50.0,68.0,105.0,3380.0,174.0,185000.0,6000.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-47,FIDLER,WONG,NARCOTICS,WC,D,41338.0,30,0,30,INSTALLED AND USED,120.0,52.0,424.0,6263.0,1126.0,150000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-48,FIDLER,WONG,NARCOTICS,WC,D,41339.0,30,1,60,INSTALLED AND USED,30.0,5.0,6.0,160.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-10,
CALIFORNIA,LOS ANGELES,2013-49,FIDLER,WONG,NARCOTICS,WC,D,41341.0,30,0,30,INSTALLED AND USED,30.0,16.0,42.0,477.0,176.0,23138.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-50,FIDLER,WONG,NARCOTICS,WC,D,41344.0,30,0,30,INSTALLED AND USED,30.0,2.0,NR,52.0,NR,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-51,FIDLER,WONG,NARCOTICS,WC,D,41344.0,30,0,30,INSTALLED AND USED,30.0,1.0,8.0,19.0,9.0,21400.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-52,FIDLER,WONG,NARCOTICS,WC,D,41344.0,30,0,30,INSTALLED AND USED,30.0,129.0,128.0,3881.0,335.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-53,FIDLER,WONG,NARCOTICS,WC,D,41344.0,30,2,90,INSTALLED AND USED,20.0,121.0,71.0,2425.0,13.0,40000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-54,FIDLER,WONG,NARCOTICS,WC,D,41347.0,30,0,30,INSTALLED AND USED,30.0,5.0,15.0,144.0,88.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-55,FIDLER,WONG,NARCOTICS,WC,D,41353.0,30,0,30,INSTALLED AND USED,30.0,5.0,34.0,137.0,19.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-56,FIDLER,WONG,NARCOTICS,WC,D,41353.0,30,0,30,INSTALLED AND USED,30.0,261.0,277.0,7816.0,209.0,40000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-57,FIDLER,WONG,MURDER,WC,D,41355.0,30,0,30,INSTALLED AND USED,30.0,25.0,45.0,758.0,55.0,27500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-58,FIDLER,WONG,NARCOTICS,WC,D,41358.0,30,0,30,INSTALLED AND USED,20.0,0.0,NR,NR,NR,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-59,FIDLER,WONG,NARCOTICS,WC,D,41359.0,30,1,60,INSTALLED AND USED,5.0,18.0,1.0,88.0,19.0,128000.0,3000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-60,FIDLER,WONG,NARCOTICS,WC,D,41360.0,30,0,30,INSTALLED AND USED,60.0,500.0,107.0,30023.0,5967.0,47674.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-61,FIDLER,WONG,NARCOTICS,WC,D,41360.0,30,1,60,INSTALLED AND USED,26.0,34.0,3.0,879.0,55.0,128000.0,3000.0,4.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-62,FIDLER,WONG,NARCOTICS,WC,D,41362.0,30,0,30,INSTALLED AND USED,75.0,31.0,137.0,2296.0,247.0,82500.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-63,FIDLER,WONG,NARCOTICS,"WC,TX",D,41362.0,30,1,60,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-64,FIDLER,WONG,NARCOTICS,WC,D,41367.0,30,1,60,INSTALLED AND USED,30.0,59.0,213.0,1771.0,143.0,37800.0,19800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-65,FIDLER,WONG,NARCOTICS,WC,D,41369.0,30,0,30,INSTALLED AND USED,30.0,0.0,NR,NR,NR,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-66,FIDLER,WONG,NARCOTICS,WC,D,41372.0,30,0,30,INSTALLED AND USED,22.0,131.0,59.0,2889.0,491.0,31686.0,660.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-67,FIDLER,WONG,NARCOTICS,"WC,TX",D,41372.0,30,0,30,INSTALLED AND USED,30.0,54.0,22.0,1609.0,140.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-68,FIDLER,WONG,MURDER,WC,D,41380.0,30,0,30,INSTALLED AND USED,60.0,55.0,785.0,3271.0,150.0,41960.0,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-69,FIDLER,WONG,NARCOTICS,WC,D,41380.0,30,0,30,INSTALLED AND USED,30.0,14.0,33.0,405.0,86.0,24000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-70,FIDLER,WONG,NARCOTICS,WC,D,41382.0,30,1,60,INSTALLED AND USED,30.0,18.0,27.0,538.0,60.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-71,FIDLER,WONG,MURDER,WC,D,41386.0,30,0,30,INSTALLED AND USED,21.0,46.0,52.0,972.0,285.0,23226.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-72,FIDLER,WONG,NARCOTICS,"WC,TX",D,41386.0,30,0,30,INSTALLED AND USED,60.0,59.0,59.0,3538.0,628.0,45400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-73,FIDLER,WONG,NARCOTICS,WC,D,41387.0,30,0,30,INSTALLED AND USED,57.0,92.0,203.0,5222.0,327.0,40000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-74,FIDLER,WONG,NARCOTICS,WC,D,41387.0,30,0,30,INSTALLED AND USED,59.0,199.0,403.0,11713.0,519.0,55000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-75,FIDLER,WONG,NARCOTICS,WC,D,41390.0,30,0,30,INSTALLED AND USED,22.0,7.0,1.0,164.0,88.0,128000.0,3000.0,3.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-76,FIDLER,WONG,NARCOTICS,WC,D,41394.0,30,0,30,INSTALLED AND USED,30.0,1.0,39.0,32.0,10.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-77,FIDLER,WONG,NARCOTICS,WC,D,41395.0,30,0,30,INSTALLED AND USED,90.0,29.0,78.0,2633.0,323.0,93906.0,1300.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-78,FIDLER,WONG,MURDER,WC,D,41396.0,30,0,30,INSTALLED AND USED,23.0,0.0,2.0,10.0,4.0,24331.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-79,FIDLER,WONG,NARCOTICS,WC,D,41396.0,30,0,30,INSTALLED AND USED,30.0,54.0,163.0,1616.0,105.0,27500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-80,FIDLER,WONG,MURDER,WC,D,41397.0,30,1,60,INSTALLED AND USED,30.0,66.0,46.0,1988.0,899.0,43200.0,3200.0,1.0,0.0,0.0,0.0,1.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-81,FIDLER,WONG,NARCOTICS,"WC,TX",D,41400.0,30,0,30,INSTALLED AND USED,180.0,22.0,97.0,4008.0,992.0,133200.0,3200.0,4.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-82,FIDLER,WONG,NARCOTICS,WC,D,41400.0,30,0,30,INSTALLED AND USED,60.0,34.0,58.0,2068.0,607.0,60000.0,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-83,FIDLER,WONG,NARCOTICS,WC,D,41402.0,30,0,30,INSTALLED AND USED,30.0,52.0,41.0,1552.0,270.0,21677.0,730.0,4.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-84,FIDLER,WONG,NARCOTICS,WC,D,41402.0,30,0,30,INSTALLED AND USED,30.0,56.0,314.0,1681.0,199.0,22823.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-85,FIDLER,WONG,NARCOTICS,WC,D,41407.0,30,0,30,INSTALLED AND USED,30.0,90.0,28.0,2691.0,348.0,23138.0,2800.0,1.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-86,FIDLER,WONG,MURDER,WC,D,41407.0,30,0,30,INSTALLED AND USED,7.0,66.0,19.0,465.0,91.0,37500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-87,FIDLER,WONG,NARCOTICS,WC,D,41409.0,30,0,30,INSTALLED AND USED,6.0,11.0,14.0,68.0,33.0,4500.0,1500.0,5.0,1.0,0.0,0.0,0.0,1.0,,
CALIFORNIA,LOS ANGELES,2013-88,FIDLER,WONG,NARCOTICS,WC,D,41409.0,30,0,30,INSTALLED AND USED,12.0,6.0,1.0,66.0,15.0,128000.0,3000.0,2.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-89,FIDLER,WONG,MURDER,WC,D,41411.0,30,0,30,INSTALLED AND USED,20.0,88.0,28.0,1764.0,346.0,14665.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-90,FIDLER,WONG,NARCOTICS,WC,D,41417.0,30,0,30,INSTALLED AND USED,59.0,347.0,262.0,20466.0,1116.0,7700.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-91,FIDLER,WONG,NARCOTICS,WC,D,41419.0,30,0,30,INSTALLED AND USED,59.0,149.0,51.0,8777.0,240.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-92,FIDLER,WONG,NARCOTICS,WC,D,41423.0,30,1,60,INSTALLED AND USED,30.0,75.0,20.0,2244.0,95.0,20000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-93,FIDLER,WONG,NARCOTICS,WC,D,41424.0,30,0,30,INSTALLED AND USED,23.0,6.0,7.0,149.0,7.0,22472.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-94,FIDLER,WONG,NARCOTICS,"WC,EE",D,41424.0,30,1,60,INSTALLED AND USED,65.0,199.0,NR,12960.0,846.0,22240.0,22240.0,59.0,0.0,0.0,0.0,2.0,32.0,,
CALIFORNIA,LOS ANGELES,2013-95,FIDLER,WONG,NARCOTICS,WC,D,41428.0,30,0,30,INSTALLED AND USED,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-1,RELATED TO NO. 2013-1
CALIFORNIA,LOS ANGELES,2013-96,FIDLER,WONG,NARCOTICS,WC,D,41435.0,30,0,30,INSTALLED AND USED,29.0,77.0,NR,2242.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-1,RELATED TO NO. 2013-1
CALIFORNIA,LOS ANGELES,2013-97,FIDLER,WONG,NARCOTICS,WC,D,41436.0,30,0,30,INSTALLED AND USED,37.0,157.0,NR,5822.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-1,RELATED TO NO. 2013-1
CALIFORNIA,LOS ANGELES,2013-98,FIDLER,WONG,NARCOTICS,"WC,EE",D,41449.0,30,0,30,INSTALLED AND USED,24.0,27.0,NR,646.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-1,RELATED TO NO. 2013-1
CALIFORNIA,LOS ANGELES,2013-99,FIDLER,WONG,NARCOTICS,WC,D,41450.0,30,0,30,INSTALLED AND USED,19.0,17.0,NR,331.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-100,FIDLER,WONG,NARCOTICS,WC,D,41451.0,30,3,120,INSTALLED AND USED,29.0,256.0,249.0,7435.0,901.0,38800.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-2
CALIFORNIA,LOS ANGELES,2013-101,FIDLER,WONG,NARCOTICS,WC,D,41451.0,30,3,120,INSTALLED AND USED,24.0,54.0,224.0,1297.0,218.0,176484.0,10500.0,1.0,0.0,0.0,0.0,0.0,1.0,,
CALIFORNIA,LOS ANGELES,2013-102,FIDLER,WONG,NARCOTICS,WC,D,41457.0,30,0,30,INSTALLED AND USED,30.0,790.0,131.0,23689.0,1058.0,15000.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-103,FIDLER,WONG,NARCOTICS,WC,D,41457.0,30,0,30,INSTALLED AND USED,26.0,468.0,499.0,12168.0,2076.0,109320.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-2
CALIFORNIA,LOS ANGELES,2013-104,FIDLER,WONG,NARCOTICS,WC,D,41458.0,30,1,60,INSTALLED AND USED,30.0,719.0,52.0,21577.0,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-105,FIDLER,WONG,NARCOTICS,WC,D,41463.0,30,0,30,INSTALLED AND USED,30.0,60.0,24.0,1785.0,256.0,23781.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-106,FIDLER,WONG,NARCOTICS,WC,D,41464.0,30,0,30,INSTALLED AND USED,30.0,199.0,131.0,5965.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-107,FIDLER,WONG,NARCOTICS,WC,D,41466.0,30,0,30,INSTALLED AND USED,60.0,189.0,134.0,11316.0,1446.0,96484.0,5136.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-108,FIDLER,WONG,MURDER,WC,D,41470.0,30,1,60,INSTALLED AND USED,30.0,533.0,669.0,15998.0,1013.0,70627.0,13627.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-109,FIDLER,WONG,NARCOTICS,WC,D,41472.0,30,0,30,INSTALLED AND USED,30.0,613.0,585.0,18398.0,1715.0,72400.0,17400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2013-110,FIDLER,WONG,NARCOTICS,WC,D,41472.0,30,1,60,INSTALLED AND USED,30.0,20.0,420.0,612.0,95.0,33429.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
