Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost ($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
ARIZONA,2013-34,BURY,BITKOWER,NARCOTICS,WO,D,41424.0,30,0,30,INSTALLED AND USED,29.0,10.0,29.0,286.0,1.0,21936.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-35,BURY,BITKOWER,NARCOTICS,WO,D,41424.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-36,BURY,BITKOWER,NARCOTICS,WO,D,41432.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-37,BURY,BITKOWER,NARCOTICS,WO,D,41432.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-38,BURY,BITKOWER,NARCOTICS,WO,D,41432.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-39,ZAPATA,BLANCO,NARCOTICS,WO,D,41432.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-40,ZAPATA,BLANCO,NARCOTICS,WO,D,41432.0,30,4,150,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-41,ZAPATA,BLANCO,NARCOTICS,WO,D,41432.0,30,4,150,INSTALLED AND USED,59.0,4.0,20.0,224.0,182.0,84000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-42,BURY,O'BRIEN,NARCOTICS,WO,D,41452.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-43,BURY,BITKOWER,NARCOTICS,WO,D,41452.0,30,0,30,INSTALLED AND USED,30.0,42.0,44.0,1258.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-19,
ARIZONA,2013-44,BURY,BITKOWER,NARCOTICS,WO,D,41452.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-45,BURY,BITKOWER,NARCOTICS,WO,D,41452.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-46,BURY,O'BRIEN,NARCOTICS,WO,D,41466.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-47,BURY,O'BRIEN,NARCOTICS,WO,D,41466.0,30,5,180,INSTALLED AND USED,22.0,217.0,59.0,4775.0,0.0,22455.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-48,BURY,BITKOWER,NARCOTICS,WO,D,41466.0,30,1,60,INSTALLED AND USED,59.0,48.0,130.0,2833.0,1133.0,91131.0,2055.0,4.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-49,ZAPATA,BLANCO,NARCOTICS,WO,D,41466.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-50,BURY,O'BRIEN,NARCOTICS,WO,D,41477.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-51,BURY,O'BRIEN,NARCOTICS,WO,D,41477.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-52,BURY,O'BRIEN,NARCOTICS,WO,D,41480.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-53,BURY,BITKOWER,NARCOTICS,WO,D,41480.0,30,1,60,INSTALLED AND USED,30.0,24.0,81.0,728.0,601.0,47700.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-54,BURY,BITKOWER,NARCOTICS,WO,D,41480.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-55,BURY,O'BRIEN,NARCOTICS,WO,D,41480.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-56,BURY,O'BRIEN,NARCOTICS,WO,D,41494.0,30,4,150,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-57,BURY,O'BRIEN,NARCOTICS,WO,D,41494.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-58,BURY,BITKOWER,NARCOTICS,WO,D,41494.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-59,BURY,BITKOWER,NARCOTICS,WO,D,41508.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-60,BURY,BITKOWER,NARCOTICS,WO,D,41508.0,30,0,30,INSTALLED AND USED,34.0,23.0,22.0,781.0,168.0,33800.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-61,ZAPATA,BLANCO,NARCOTICS,WO,D,41508.0,30,2,90,INSTALLED AND USED,58.0,59.0,40.0,3394.0,1075.0,35365.0,2725.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-62,BURY,O'BRIEN,NARCOTICS,WO,D,41523.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-63,BURY,O'BRIEN,NARCOTICS,WO,D,41523.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-64,BURY,O'BRIEN,NARCOTICS,WO,D,41523.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-65,BURY,BITKOWER,NARCOTICS,WO,D,41523.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-66,BURY,BITKOWER,NARCOTICS,WO,D,41523.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-67,BURY,BITKOWER,NARCOTICS,WO,D,41523.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-68,ZAPATA,O'BRIEN,NARCOTICS,WS,H,41529.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-69,ZAPATA,O'BRIEN,NARCOTICS,WC,D,41529.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-70,ZAPATA,O'BRIEN,NARCOTICS,WC,D,41536.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-71,ZAPATA,O'BRIEN,NARCOTICS,WC,D,41536.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-72,BURY,O'BRIEN,NARCOTICS,WO,D,41537.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-73,ZAPATA,BITKOWER,NARCOTICS,WO,D,41537.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-74,ZAPATA,BITKOWER,NARCOTICS,WO,D,41537.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-75,ZAPATA,BITKOWER,NARCOTICS,"WC,WO,TX",D,41537.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-76,ZAPATA,BITKOWER,NARCOTICS,WO,D,41537.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-77,BURY,O'BRIEN,NARCOTICS,WO,D,41551.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-78,BURY,O'BRIEN,NARCOTICS,WO,D,41551.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-79,BURY,O'BRIEN,NARCOTICS,WO,D,41551.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-80,BURY,O'BRIEN,NARCOTICS,WO,D,41551.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-81,BURY,O'BRIEN,NARCOTICS,WO,D,41551.0,30,0,30,INSTALLED AND USED,60.0,22.0,27.0,1347.0,348.0,42074.0,5450.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-82,BURY,O'BRIEN,NARCOTICS,WO,D,41568.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-83,BURY,O'BRIEN,NARCOTICS,WO,D,41568.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-84,BURY,O'BRIEN,NARCOTICS,WO,D,41578.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-85,BURY,BITKOWER,NARCOTICS,WO,D,41578.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-86,BURY,O'BRIEN,NARCOTICS,WO,D,41578.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-87,BURY,O'BRIEN,NARCOTICS,WO,D,41578.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-88,BURY,O'BRIEN,NARCOTICS,EO,D,41578.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-89,BURY,O'BRIEN,NARCOTICS,WO,D,41593.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-90,BURY,O'BRIEN,NARCOTICS,WO,D,41593.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-91,BURY,O'BRIEN,NARCOTICS,WO,D,41593.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-92,ZAPATA,BLANCO,NARCOTICS,WO,D,41593.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-93,ZAPATA,BLANCO,NARCOTICS,WO,D,41593.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-94,BURY,O'BRIEN,NARCOTICS,WO,D,41621.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-95,BURY,O'BRIEN,NARCOTICS,WO,D,41621.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2013-96,BURY,O'BRIEN,NARCOTICS,WO,D,41621.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2010-4,WILSON,ANDRES,COUNTERFEITING,WC,D,40267.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2010-5,"MARSHALL, JR.",KEENEY,NARCOTICS,"WC,TX",D,40354.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2011-16,HOLMES,WEINSTEIN,NARCOTICS,WC,D,40590.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2011-17,WRIGHT,BROWN,CORRUPTION,WC,D,40666.0,30,5,180,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2011-18,WILSON,BROWN,CORRUPTION,WC,D,40745.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2011-19,HOLMES,BLANCO,NARCOTICS,WC,D,40863.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2012-13,MOODY,BURETTA,NARCOTICS,WC,D,41012.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-1,WRIGHT,O'BRIEN,NARCOTICS,WC,D,41257.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-2,WILSON,BURETTA,NARCOTICS,TX,D,41312.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-3,WILSON,BURETTA,NARCOTICS,"WC,TX",D,41312.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-4,MOODY,BLANCO,NARCOTICS,"WC,TX",D,41318.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-5,MOODY,O'BRIEN,NARCOTICS,WC,D,41358.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-6,HOLMES,O'BRIEN,NARCOTICS,"WC,TX",D,41361.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-7,WRIGHT,O'BRIEN,NARCOTICS,"WC,TX",D,41365.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-8,BAKER,O'BRIEN,NARCOTICS,"WC,TX",D,41365.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-9,WRIGHT,O'BRIEN,NARCOTICS,"WC,TX",D,41365.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-10,MILLER,O'BRIEN,NARCOTICS,"WC,TX",D,41403.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-11,MILLER,O'BRIEN,NARCOTICS,"WC,TX",D,41416.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-12,WRIGHT,BITKOWER,NARCOTICS,"WC,TX",D,41423.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-13,WRIGHT,O'BRIEN,NARCOTICS,WC,D,41429.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-14,WRIGHT,O'BRIEN,NARCOTICS,"WC,TX",D,41438.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-15,BAKER,O'BRIEN,NARCOTICS,"WC,TX",D,41443.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-16,BAKER,BITKOWER,NARCOTICS,"WC,TX",D,41467.0,30,1,60,INSTALLED AND USED,28.0,14.0,68.0,384.0,29.0,25230.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-17,"MARSHALL, JR.",BLANCO,NARCOTICS,"WC,TX",D,41502.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-18,MILLER,O'BRIEN,NARCOTICS,WC,D,41528.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2013-19,MILLER,O'BRIEN,NARCOTICS,WC,D,41556.0,30,0,30,INSTALLED AND USED,29.0,57.0,157.0,1659.0,230.0,40675.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, WESTERN",2012-5,HICKEY,BROWN,NARCOTICS,"WC,TX",D,41152.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, WESTERN",2012-6,HICKEY,BROWN,NARCOTICS,WC,D,41152.0,30,1,60,INSTALLED AND USED,30.0,22.0,13.0,654.0,154.0,22807.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, WESTERN",2012-7,HENDREN,BURETTA,NARCOTICS,WC,D,41204.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, WESTERN",2012-8,HENDREN,SWARTZ,NARCOTICS,TX,D,41222.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, WESTERN",2013-1,HICKEY,O'BRIEN,NARCOTICS,"WC,TX",D,41438.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, WESTERN",2013-2,HICKEY,O'BRIEN,NARCOTICS,WC,D,41442.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2008-57,COLLINS,BLANCO,NARCOTICS,WC,D,39616.0,30,4,150,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2009-61,PHILLIPS,KEENEY,NARCOTICS,WC,D,39904.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2009-62,COLLINS,SWARTZ,NARCOTICS,WC,D,39953.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2009-63,FISCHER,BLANCO,NARCOTICS,WC,D,40050.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2009-64,FISCHER,BLANCO,NARCOTICS,WC,D,40081.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2009-65,OTERO,BLANCO,NARCOTICS,WC,D,40135.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2010-119,FEESS,BLANCO,NARCOTICS,WC,D,40058.0,30,4,150,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2010-120,FAIRBANK,WEINSTEIN,NARCOTICS,WC,D,40151.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2010-121,FEESS,KEENEY,NARCOTICS,WC,D,40158.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2010-122,OTERO,KEENEY,NARCOTICS,WC,D,40183.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2010-123,FISCHER,BLANCO,NARCOTICS,WC,D,40193.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2010-124,SELNA,KEENEY,NARCOTICS,WC,D,40200.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2010-125,FEESS,BLANCO,NARCOTICS,WC,D,40212.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2010-126,OTERO,KEENEY,NARCOTICS,WC,D,40231.0,30,5,180,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2010-127,MORROW,BLANCO,NARCOTICS,WC,D,40234.0,30,0,30,INSTALLED AND USED,60.0,242.0,298.0,14526.0,683.0,78465.0,3001.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2010-128,"WRIGHT, II.",BLANCO,NARCOTICS,WC,D,40242.0,30,0,30,INSTALLED AND USED,30.0,923.0,61.0,27695.0,1750.0,37890.0,3275.0,31.0,0.0,0.0,0.0,0.0,28.0,,
"CALIFORNIA, CENTRAL",2010-129,OTERO,BLANCO,NARCOTICS,WC,D,40261.0,30,0,30,INSTALLED AND USED,30.0,176.0,77.0,5277.0,719.0,61611.0,800.0,26.0,0.0,0.0,0.0,0.0,26.0,,
"CALIFORNIA, CENTRAL",2010-130,SELNA,KEENEY,NARCOTICS,WC,D,40287.0,30,0,30,INSTALLED AND USED,180.0,102.0,171.0,18378.0,2469.0,230501.0,2687.0,4.0,0.0,1.0,0.0,0.0,4.0,,
