Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating  Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
ARIZONA,2015-55,RAYES,O'BRIEN,NARCOTICS,WC,D,42143.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-56,RAYES,BLANCO,NARCOTICS,"TX,EO",D,42158.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-57,RAYES,BLANCO,NARCOTICS,"TX,EO",D,42158.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-58,ZAPATA,O'BRIEN,NARCOTICS,EO,D,42158.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-59,TUCHI,BLANCO,NARCOTICS,"WC,TX",D,42163.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-60,TUCHI,BLANCO,NARCOTICS,"WC,TX",D,42163.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-61,RAYES,BLANCO,NARCOTICS,"TX,EO",D,42166.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-62,RAYES,BLANCO,NARCOTICS,"TX,EO",D,42166.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-63,HUMETEWA,O'BRIEN,NARCOTICS,WC,D,42172.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-64,ZAPATA,BLANCO,NARCOTICS,WC,D,42184.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-65,ZAPATA,O'BRIEN,NARCOTICS,EO,D,42186.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-66,TUCHI,O'BRIEN,NARCOTICS,"WC,TX",D,42202.0,30,0,30,INSTALLED AND USED,23.0,22.0,16.0,496.0,177.0,23483.0,1875.0,2.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-67,TUCHI,O'BRIEN,NARCOTICS,"WC,TX",D,42205.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-68,HUMETEWA,BITKOWER,NARCOTICS,"WC,TX,EO",D,42208.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-69,ZAPATA,O'BRIEN,CONSPIRACY,"WC,EO",D,42208.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-70,ZAPATA,O'BRIEN,NARCOTICS,EO,D,42219.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-71,ZAPATA,O'BRIEN,$LAUNDERING,WC,D,42219.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-72,RAYES,SUH,NARCOTICS,EO,D,42223.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-73,CAMPBELL,SUH,NARCOTICS,EO,D,42223.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-74,LOGAN,O'BRIEN,NARCOTICS,"WC,TX",D,42227.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-75,LOGAN,O'BRIEN,NARCOTICS,WC,D,42227.0,30,0,30,INSTALLED AND USED,30.0,69.0,44.0,2071.0,1112.0,213709.0,19792.0,26.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-76,LOGAN,O'BRIEN,$LAUNDERING,EO,B,42235.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-77,HUMETEWA,BLANCO,NARCOTICS,"WC,EO",D,42236.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-78,ZAPATA,BLANCO,NARCOTICS,EO,D,42236.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-79,ZAPATA,BLANCO,$LAUNDERING,"WC,TX",D,42241.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-80,RAYES,O'BRIEN,NARCOTICS,EO,D,42247.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-81,ZAPATA,O'BRIEN,NARCOTICS,EO,D,42249.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-82,BURY,BLANCO,NARCOTICS,WC,D,42255.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-83,ZAPATA,O'BRIEN,$LAUNDERING,"WC,TX",D,42256.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-84,BURY,BLANCO,NARCOTICS,"WC,OM,TX",D,42256.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-85,RAYES,O'BRIEN,NARCOTICS,EO,D,42262.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-86,HUMETEWA,O'BRIEN,NARCOTICS,"WC,TX,EO",D,42262.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-87,ZAPATA,BLANCO,NARCOTICS,EO,D,42262.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-88,BURY,BLANCO,NARCOTICS,TX,D,42264.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-89,ZAPATA,BLANCO,NARCOTICS,"EE,EO",D,42264.0,30,0,30,INSTALLED AND USED,30.0,0.0,0.0,0.0,0.0,1047.0,1047.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-90,LOGAN,DOWNING,NARCOTICS,"WC,TX",D,42272.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-91,BURY,O'BRIEN,NARCOTICS,"WC,TX",D,42272.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-92,LOGAN,DOWNING,NARCOTICS,WC,D,42272.0,30,0,30,INSTALLED AND USED,30.0,175.0,46.0,5250.0,1697.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-75,RELATED TO NO. 2015-75
ARIZONA,2015-93,CAMPBELL,SUH,NARCOTICS,EO,D,42277.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-94,ZAPATA,O'BRIEN,NARCOTICS,WC,D,42285.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-95,HUMETEWA,BLANCO,NARCOTICS,"WC,TX,EO",D,42290.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-96,BURY,BLANCO,NARCOTICS,"WC,OM,TX",D,42296.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-97,LOGAN,O'BRIEN,$LAUNDERING,"OM,EO",B,42298.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-98,RAYES,O'BRIEN,NARCOTICS,EO,D,42300.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-99,CAMPBELL,DOWNING,NARCOTICS,EO,D,42306.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-100,ZAPATA,O'BRIEN,NARCOTICS,EO,D,42306.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-101,ZIPPS,O'BRIEN,CONSPIRACY,WC,D,42313.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-102,HUMETEWA,BLANCO,NARCOTICS,"WC,TX",D,42320.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-103,BURY,O'BRIEN,NARCOTICS,"WC,TX",D,42324.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-104,ZAPATA,BLANCO,CONSPIRACY,"WC,TX",D,42326.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-105,RAYES,BLANCO,NARCOTICS,EO,D,42328.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-106,HUMETEWA,O'BRIEN,NARCOTICS,"WC,EO",D,42332.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-107,ZAPATA,BLANCO,CONSPIRACY,"WC,TX",D,42355.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-108,HUMETEWA,O'BRIEN,NARCOTICS,"WC,TX,EO",D,42359.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2012-14,BAKER,BLANCO,NARCOTICS,WC,D,41137.0,30,0,30,INSTALLED AND USED,28.0,141.0,142.0,3936.0,377.0,35576.0,800.0,21.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2012-15,HOLMES,BLANCO,NARCOTICS,WC,D,41172.0,30,0,30,INSTALLED AND USED,29.0,124.0,131.0,3595.0,201.0,37885.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-14
"ARKANSAS, EASTERN",2012-16,"MARSHALL, JR.",BLANCO,NARCOTICS,TX,D,41192.0,30,0,30,INSTALLED AND USED,27.0,98.0,126.0,2637.0,157.0,34029.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-14
"ARKANSAS, EASTERN",2014-25,MILLER,MOORE,NARCOTICS,"WC,TX",D,41669.0,30,0,30,INSTALLED AND USED,4.0,0.0,0.0,0.0,0.0,5593.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2014-26,MILLER,BLANCO,NARCOTICS,"WC,TX",D,41688.0,30,0,30,INSTALLED AND USED,4.0,0.0,0.0,0.0,0.0,6768.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2014-27,HOLMES,O'BRIEN,NARCOTICS,"WC,TX",D,41725.0,30,0,30,INSTALLED AND USED,29.0,121.0,114.0,3522.0,655.0,36643.0,625.0,28.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2014-28,WILSON,O'BRIEN,NARCOTICS,"WC,TX",D,41747.0,30,0,30,INSTALLED AND USED,29.0,114.0,29.0,3308.0,293.0,27027.0,1875.0,7.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2014-29,HOLMES,O'BRIEN,NARCOTICS,WC,D,41759.0,30,0,30,INSTALLED AND USED,25.0,129.0,108.0,3217.0,395.0,31693.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-27
"ARKANSAS, EASTERN",2014-30,"MARSHALL, JR.",BLANCO,NARCOTICS,WC,D,41779.0,30,1,60,INSTALLED AND USED,56.0,180.0,329.0,10097.0,1271.0,75770.0,1250.0,8.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2014-31,MILLER,O'BRIEN,NARCOTICS,WC,D,41787.0,30,0,30,INSTALLED AND USED,24.0,11.0,5.0,260.0,22.0,25777.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-27
"ARKANSAS, EASTERN",2014-32,MOODY,BITKOWER,NARCOTICS,"WC,TX",D,41852.0,30,0,30,INSTALLED AND USED,29.0,429.0,115.0,12431.0,5287.0,36643.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-33
"ARKANSAS, EASTERN",2014-33,MILLER,BITKOWER,NARCOTICS,"WC,TX",D,41878.0,30,1,60,INSTALLED AND USED,48.0,200.0,70.0,9586.0,2344.0,61641.0,2025.0,29.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2014-34,MILLER,O'BRIEN,NARCOTICS,"WC,TX",D,41908.0,30,0,30,INSTALLED AND USED,19.0,19.0,17.0,370.0,80.0,24298.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-33
"ARKANSAS, EASTERN",2014-35,"MARSHALL, JR.",BLANCO,NARCOTICS,WC,D,41914.0,30,0,30,INSTALLED AND USED,30.0,2.0,1.0,67.0,15.0,5524.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-1,HOLMES,SUH,NARCOTICS,WC,D,41962.0,30,1,60,INSTALLED AND USED,60.0,111.0,67.0,6652.0,705.0,46083.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-2,HOLMES,BITKOWER,NARCOTICS,WC,D,42002.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-3,HOLMES,O'BRIEN,NARCOTICS,WC,D,42017.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-4,HOLMES,O'BRIEN,NARCOTICS,WC,D,42017.0,30,0,30,INSTALLED AND USED,30.0,519.0,76.0,15582.0,1255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-5,RELATED TO NO. 2015-5
"ARKANSAS, EASTERN",2015-5,BAKER,BITKOWER,CONSPIRACY,WC,D,42018.0,30,0,30,INSTALLED AND USED,30.0,106.0,24.0,3179.0,247.0,107709.0,943.0,7.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-6,WRIGHT,SWARTZ,NARCOTICS,WC,D,42046.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-7,MILLER,BLANCO,NARCOTICS,WC,D,42100.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-8,MILLER,BLANCO,NARCOTICS,WC,D,42100.0,30,0,30,INSTALLED AND USED,30.0,65.0,33.0,1937.0,1255.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-5,RELATED TO NO. 2015-5
"ARKANSAS, EASTERN",2015-9,MILLER,SUH,NARCOTICS,WC,D,42122.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-10,MILLER,SUH,CONSPIRACY,WC,D,42122.0,30,0,30,INSTALLED AND USED,30.0,4.0,3.0,107.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-5,RELATED TO NO. 2015-5
"ARKANSAS, EASTERN",2015-11,BAKER,O'BRIEN,NARCOTICS,"WC,TX",D,42124.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-12,HOLMES,O'BRIEN,NARCOTICS,WC,D,42125.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-13,HOLMES,O'BRIEN,POSSESSION,WC,D,42125.0,30,0,30,INSTALLED AND USED,30.0,136.0,6.0,4087.0,138.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-5,RELATED TO NO. 2015-5
"ARKANSAS, EASTERN",2015-14,BAKER,O'BRIEN,NARCOTICS,WC,D,42163.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-15,BAKER,O'BRIEN,NARCOTICS,WC,D,42191.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-16,WRIGHT,O'BRIEN,NARCOTICS,"WC,TX",D,42221.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, EASTERN",2015-17,WILSON,O'BRIEN,CONSPIRACY,WC,A,42226.0,30,0,30,INSTALLED AND USED,30.0,202.0,37.0,6065.0,487.0,31370.0,1290.0,6.0,0.0,0.0,0.0,3.0,0.0,,
"ARKANSAS, EASTERN",2015-18,BAKER,O'BRIEN,NARCOTICS,"WC,TX",D,42284.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, WESTERN",2014-12,HOLMES,BLANCO,NARCOTICS,"WC,TX",D,41667.0,30,2,90,INSTALLED AND USED,90.0,219.0,103.0,19729.0,5571.0,232049.0,3125.0,13.0,0.0,0.0,0.0,0.0,0.0,,
"ARKANSAS, WESTERN",2014-13,HOLMES,O'BRIEN,NARCOTICS,"WC,TX",D,41684.0,30,1,60,INSTALLED AND USED,60.0,95.0,39.0,5709.0,1677.0,92786.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-12
"ARKANSAS, WESTERN",2015-1,BROOKS,BLANCO,NARCOTICS,"WC,TX",D,42324.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2010-150,GUILFORD,SWARTZ,OTHER,WC,D,40184.0,30,0,30,INSTALLED AND USED,30.0,4.0,23.0,105.0,0.0,20650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2010-151,SNYDER,KEENEY,RACKETEERING,WC,D,40298.0,30,0,30,INSTALLED AND USED,7.0,30.0,19.0,211.0,58.0,663869.0,21000.0,24.0,0.0,0.0,0.0,0.0,7.0,,
"CALIFORNIA, CENTRAL",2010-152,SNYDER,KEENEY,RACKETEERING,WC,D,40322.0,30,0,30,INSTALLED AND USED,13.0,26.0,37.0,339.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-151,RELATED TO NO. 2010-151
"CALIFORNIA, CENTRAL",2010-153,SNYDER,KEENEY,RACKETEERING,WC,D,40337.0,30,0,30,INSTALLED AND USED,29.0,32.0,61.0,935.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-151,RELATED TO NO. 2010-151
"CALIFORNIA, CENTRAL",2010-154,SNYDER,KEENEY,MURDER,WC,D,40381.0,30,0,30,INSTALLED AND USED,11.0,7.0,22.0,78.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-151,RELATED TO NO. 2010-151
"CALIFORNIA, CENTRAL",2010-155,SNYDER,BLANCO,MURDER,WC,D,40403.0,30,0,30,INSTALLED AND USED,30.0,13.0,56.0,380.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-151,RELATED TO NO. 2010-151
"CALIFORNIA, CENTRAL",2010-156,SNYDER,WEINSTEIN,MURDER,WC,D,40445.0,30,0,30,INSTALLED AND USED,7.0,3.0,7.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-151,RELATED TO NO. 2010-151
"CALIFORNIA, CENTRAL",2010-157,SNYDER,WEINSTEIN,MURDER,WC,D,40445.0,30,1,60,INSTALLED AND USED,38.0,9.0,59.0,325.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-151,RELATED TO NO. 2010-151
"CALIFORNIA, CENTRAL",2010-158,SNYDER,BLANCO,MURDER,WC,D,40486.0,30,0,30,INSTALLED AND USED,28.0,3.0,27.0,97.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-151,RELATED TO NO. 2010-151
"CALIFORNIA, CENTRAL",2011-92,CARNEY,ANDRES,$LAUNDERING,WC,D,40492.0,30,6,210,INSTALLED AND USED,210.0,43.0,384.0,9092.0,2799.0,267234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2011-93,PHILLIPS,WEINSTEIN,RACKETEERING,WC,D,40529.0,30,1,60,INSTALLED AND USED,60.0,32.0,78.0,1911.0,1911.0,205111.0,19746.0,53.0,0.0,0.0,0.0,0.0,1.0,,
"CALIFORNIA, CENTRAL",2011-94,SNYDER,BROWN,MURDER,WC,D,40529.0,30,0,30,INSTALLED AND USED,20.0,12.0,32.0,235.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-151,RELATED TO NO. 2010-151
"CALIFORNIA, CENTRAL",2011-95,SNYDER,BLANCO,MURDER,WC,D,40539.0,30,0,30,INSTALLED AND USED,11.0,38.0,82.0,417.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-151,RELATED TO NO. 2010-151
"CALIFORNIA, CENTRAL",2011-96,SNYDER,BROWN,MURDER,WC,D,40539.0,30,2,90,INSTALLED AND USED,90.0,38.0,254.0,3399.0,2081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-151,RELATED TO NO. 2010-151
"CALIFORNIA, CENTRAL",2011-97,WILSON,BLANCO,NARCOTICS,WC,D,40548.0,30,0,30,INSTALLED AND USED,30.0,14.0,43.0,413.0,181.0,20302.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, CENTRAL",2011-98,FISCHER,BLANCO,FRAUD,WC,D,40613.0,30,8,270,INSTALLED AND USED,270.0,52.0,898.0,14119.0,14000.0,650598.0,65000.0,13.0,2.0,0.0,0.0,0.0,11.0,,
"CALIFORNIA, CENTRAL",2011-99,FISCHER,ANDRES,FRAUD,WC,D,40716.0,30,3,120,INSTALLED AND USED,120.0,77.0,583.0,9282.0,9000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-98,RELATED TO NO. 2011-98
"CALIFORNIA, CENTRAL",2012-124,NGUYEN,WEINSTEIN,$LAUNDERING,WC,D,40745.0,30,3,120,INSTALLED AND USED,120.0,11.0,141.0,1309.0,0.0,47564.0,5418.0,0.0,0.0,0.0,0.0,0.0,0.0,,
