Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
ARIZONA,2015-215,COLLINS,,NARCOTICS,WC,D,42187.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,10.0,12,154,16,23795.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-219,COLLINS,,NARCOTICS,TX,D,41479.0,30.0,18.0,570.0,INSTALLED AND USED,472.0,121.0,373,"57,245","17,224",387916.0,27565.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-220,BURY,,NARCOTICS,TX,D,42130.0,30.0,2.0,90.0,INSTALLED AND USED,85.0,82.0,95,"7,013","1,813",190355.0,6569.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-222,HUMETEWA,,NARCOTICS,WC,D,42167.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,24.0,234,"1,461",112,45728.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-223,ZAPATA,,NARCOTICS,WC,D,42179.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,60.0,160,"3,530","1,177",55395.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-226,ZAPATA,,NARCOTICS,WC,D,42216.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,14.0,20,416,95,23483.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-227,HUMETEWA,,NARCOTICS,"WC,TX,AP",D,42235.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,12.0,7,154,11,11485.0,2713.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-230,CAMPBELL,,NARCOTICS,TX,D,42216.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,96.0,65,"2,306",409,32308.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-231,ZAPATA,,NARCOTICS,WC,D,42240.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,1.0,0,13,0,23795.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-234,CAMPBELL,,NARCOTICS,TX,D,42180.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,122.0,84,"7,115","1,507",87048.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-236,HUMETEWA,,NARCOTICS,"WC,TX,AP",D,42207.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,34.0,110,"2,017",101,66886.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-237,SNOW,,NARCOTICS,TX,D,42235.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,73.0,16,"2,196",981,13714.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-239,RAYES,O'BRIEN,NARCOTICS,"WC,AP,EO",D,42247.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,71.0,36,"2,133","2,109",87013.0,1013.0,,,,,,,RELATED TO NO. 2015-264,
ARIZONA,2015-240,ZAPATA,,NARCOTICS,TX,D,42186.0,30.0,2.0,90.0,INSTALLED AND USED,89.0,35.0,65,"3,165","1,763",127273.0,3269.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-243,ZAPATA,,NARCOTICS,EO,D,42248.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,92.0,122,"2,695",263,59442.0,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-245,ZAPATA,,NARCOTICS,"WC,TX",D,42256.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,33.0,56,975,231,23483.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-246,ZAPATA,BLANCO,DRUGS - ILLEGAL,"WC,TX,AP",D,42262.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,85.0,51,"2,574","2,297",,,,,,,,,RELATED TO NO. 2015-259,RELATED TO NO. 2015-259
ARIZONA,2015-248,HUMETEWA,,NARCOTICS,"WC,TX",D,42258.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,83.0,43,"2,407","1,128",24321.0,2713.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-249,BOLTON,O'BRIEN,NARCOTICS,"WC,AP,EO",D,42262.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,38.0,24,"1,156",910,87013.0,1013.0,,,,,,,RELATED TO NO. 2015-264,
ARIZONA,2015-250,BOLTON,O'BRIEN,NARCOTICS,"WC,AP,EO",D,42262.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,58.0,14,"1,744","1,690",87013.0,1013.0,,,,,,,RELATED TO NO. 2015-264,
ARIZONA,2015-251,BURY,,NARCOTICS,"WC,TX",D,42272.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,10.0,5,301,61,23795.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-254,ZAPATA,,NARCOTICS,WC,D,42284.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,34.0,50,620,174,22563.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-255,ZAPATA,,NARCOTICS,TX,D,42102.0,30.0,6.0,210.0,INSTALLED AND USED,201.0,62.0,147,"12,559","5,378",352263.0,10851.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-257,ZAPATA,BLANCO,DRUGS - ILLEGAL,"WC,TX,AP",D,42236.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,294.0,122,"26,478","24,028",,,,,,,,,RELATED TO NO. 2015-259,RELATED TO NO. 2015-259
ARIZONA,2015-258,COLLINS,O'BRIEN,DRUGS - ILLEGAL,"WC,TX,AP",D,42293.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,118.0,65,"3,543","3,003",,,,,,,,,RELATED TO NO. 2015-259,RELATED TO NO. 2015-259
ARIZONA,2015-259,ZAPATA,BLANCO,DRUGS - ILLEGAL,"WC,TX,AP",D,42262.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,1529.0,78,"91,774","33,799",1277609.0,21640.0,2.0,0.0,,,,1.0,,
ARIZONA,2015-260,COLLINS,O'BRIEN,DRUGS - ILLEGAL,"WC,TX,AP",D,42293.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,130.0,72,"3,929","3,517",,,,,,,,,RELATED TO NO. 2015-259,RELATED TO NO. 2015-259
ARIZONA,2015-261,ZAPATA,O'BRIEN,CONSPIRACY,"WC,EO",D,42208.0,30.0,3.0,120.0,INSTALLED AND USED,111.0,237.0,7,"26,311","5,408",102984.0,4052.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-263,BURY,,NARCOTICS,"WC,TX",D,42255.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,73.0,143,"4,281",341,47590.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-264,RAYES,O'BRIEN,NARCOTICS,"WC,AP,EO",D,42300.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,378.0,24,"11,353","5,551",87013.0,1013.0,,,,,,,,
ARIZONA,2015-265,LOGAN,,FRAUD,EO,B,42235.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,1.0,29,138,100,33222.0,4700.0,11.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-266,RAYES,O'BRIEN,NARCOTICS,"WC,AP,EO",D,42262.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,117.0,39,"7,052","5,744",174026.0,2026.0,,,,,,,,
ARIZONA,2015-267,ZIPPS,,NARCOTICS,WC,D,42313.0,30.0,0.0,30.0,INSTALLED AND USED,17.0,,,,,34373.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-270,CAMPBELL,,NARCOTICS,TX,D,42306.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,19.0,12,559,354,13870.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-272,BURY,,NARCOTICS,WC,D,42335.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,10.0,13,80,0,6491.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-273,ZAPATA,BLANCO,CONSPIRACY,"WO,TX",D,42326.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,121.0,4,"2,663","1,009",27716.0,1013.0,0.0,0.0,,,,0.0,,
ARIZONA,2015-274,BURY,,NARCOTICS,"WC,TX",D,42321.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,38.0,4,"1,167",395,23502.0,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-277,ZAPATA,,NARCOTICS,TX,D,42219.0,30.0,4.0,150.0,INSTALLED AND USED,140.0,32.0,108,"4,515","2,392",278213.0,7029.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-278,ZAPATA,,NARCOTICS,"WC,TX",D,42296.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,43.0,125,"2,469",198,61688.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2015-280,RAYES,O'BRIEN,NARCOTICS,"WC,AP,EO",D,42300.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,71.0,15,"4,265","3,613",174026.0,2026.0,,,,,,,RELATED TO NO. 2016-183,
ARIZONA,2015-282,ZAPATA,,NARCOTICS,"WC,TX",D,42345.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,74.0,27,"1,192",200,24259.0,1875.0,3.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-175,ZAPATA,BLANCO,CONSPIRACY,"WO,TX",D,42345.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,31.0,13,930,354,27716.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-176,ZIPPS,,NARCOTICS,"WC,TX",D,42359.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,4.0,1,84,0,17875.0,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-178,ZAPATA,,NARCOTICS,TX,D,42303.0,30.0,2.0,90.0,INSTALLED AND USED,83.0,63.0,85,"5,251","2,357",202319.0,5525.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-180,ZAPATA,BLANCO,CONSPIRACY,"WO,TX",D,42355.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,91.0,4,"2,730",527,27716.0,1013.0,0.0,0.0,,,,0.0,,
ARIZONA,2016-182,HUMETEWA,,NARCOTICS,"WC,TX",D,42320.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,48.0,228,"2,822","1,335",92456.0,10701.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-183,RAYES,O'BRIEN,NARCOTICS,"WC,AP,EO",D,42328.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,67.0,38,"4,028","3,129",174026.0,2026.0,,,,,,,,
ARIZONA,2016-184,RAYES,O'BRIEN,NARCOTICS,"WC,AP,EO",D,42300.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,732.0,166,"65,899","46,823",261039.0,3039.0,,,,,,,,
ARIZONA,2016-185,RAYES,O'BRIEN,NARCOTICS,"WC,AP,EO",D,42300.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,93.0,34,"8,428","7,704",261039.0,3039.0,,,,,,,RELATED TO NO. 2016-184,
ARIZONA,2016-186,ZAPATA,,NARCOTICS,WC,D,42367.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,35.0,25,"1,018",101,22078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-188,BURY,,NARCOTICS,"WC,TX",D,42338.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-199,
ARIZONA,2016-190,ZAPATA,O'BRIEN,NARCOTICS,WC,D,42376.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,18,260,63,166085.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-192,ZAPATA,,NARCOTICS,TX,D,42354.0,30.0,1.0,60.0,INSTALLED AND USED,51.0,58.0,94,"2,998","1,265",119784.0,3008.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-193,SOTO,,NARCOTICS,TX,D,42403.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,6.0,10,91,76,12306.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-196,HUMETEWA,,NARCOTICS,"WC,TX",D,42290.0,30.0,3.0,120.0,INSTALLED AND USED,116.0,125.0,211,"14,573","4,467",109799.0,6773.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-198,BURY,,NARCOTICS,TX,D,42265.0,30.0,4.0,150.0,INSTALLED AND USED,145.0,8.0,13,"1,170",870,61602.0,5065.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-199,BURY,,NARCOTICS,WC,D,42255.0,30.0,3.0,120.0,INSTALLED AND USED,116.0,70.0,201,"8,177",754,218477.0,3515.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-201,BURY,,NARCOTICS,WC,D,42408.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,9.0,51,252,66,35419.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-204,HUMETEWA,,NARCOTICS,"WC,TX",D,42356.0,30.0,2.0,90.0,INSTALLED AND USED,88.0,105.0,187,"9,255","2,379",73341.0,6648.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-205,BURY,,NARCOTICS,TX,D,42443.0,30.0,0.0,30.0,INSTALLED AND USED,1.0,0.0,0,0,0,1994.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-207,BURY,BLANCO,CONSPIRACY,"TX,EO",-99,42454.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,0.0,1,1,1,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-208,ZAPATA,,NARCOTICS,TX,D,42382.0,30.0,2.0,90.0,INSTALLED AND USED,84.0,115.0,160,"9,742","4,872",106584.0,2256.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-210,SOTO,,NARCOTICS,WC,D,42446.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,21.0,57,630,57,22397.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-212,BURRY,O'BRIEN,DRUGS - ILLEGAL,"WC,TX,AP",D,42451.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,189.0,88,"5,694","3,412",,,,,,,,,RELATED TO NO. 2015-259,RELATED TO NO. 2015-259
ARIZONA,2016-213,ZAPATA,BLANCO,DRUGS - ILLEGAL,"WC,TX,AP",D,42411.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,116.0,35,"6,988","5,897",,,,,,,,,RELATED TO NO. 2015-259,RELATED TO NO. 2015-259
ARIZONA,2016-214,BURY,BITKOWER,NARCOTICS,EO,D,41375.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,3.0,5,37,12,,,,,,,,,,
ARIZONA,2016-215,ZAPATA,,NARCOTICS,TX,D,42408.0,30.0,2.0,90.0,INSTALLED AND USED,73.0,57.0,63,"4,190","2,572",46656.0,3008.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-217,ZAPATA,,NARCOTICS,TX,D,42447.0,30.0,1.0,60.0,INSTALLED AND USED,36.0,65.0,30,"2,357","1,344",21599.0,1765.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-219,MARQUEZ,,NARCOTICS,"WC,TX",D,42431.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,20.0,21,"1,195",236,70401.0,2650.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-222,ZAPATA,,NARCOTICS,TX,D,42467.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-225,RELATED TO NO. 2016-225
ARIZONA,2016-224,WAKE,O'BRIEN,NARCOTICS,WC,D,42466.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,30.0,17,914,206,65906.0,4460.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-225,BURY,,NARCOTICS,WC,D,42436.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,46104.0,2560.0,15.0,0.0,0.0,0.0,15.0,0.0,,
ARIZONA,2016-226,HUMETEWA,,NARCOTICS,"WC,TX",D,42447.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,75.0,43,"4,463",858,256912.0,8512.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-229,ZAPATA,,NARCOTICS,TX,D,42422.0,30.0,2.0,90.0,INSTALLED AND USED,85.0,18.0,63,"1,590",935,114388.0,3530.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-231,BURY,,NARCOTICS,TX,D,42412.0,30.0,2.0,90.0,INSTALLED AND USED,88.0,51.0,66,"4,565","3,361",85846.0,2517.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-232,ZAPATA,BLANCO,DRUGS - ILLEGAL,"WC,TX,AP",D,42411.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,346.0,35,"20,811","5,817",,,,,,,,,RELATED TO NO. 2015-259,RELATED TO NO. 2015-259
ARIZONA,2016-233,BURRY,O'BRIEN,DRUGS - ILLEGAL,"WC,TX,AP",D,42451.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,292.0,34,"17,538","11,458",,,,,,,,,RELATED TO NO. 2015-259,RELATED TO NO. 2015-259
ARIZONA,2016-234,ZAPATA,BLANCO,DRUGS - ILLEGAL,"WC,TX,AP",D,42411.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,98.0,73,"8,879","6,861",,,,,,,,,RELATED TO NO. 2015-259,RELATED TO NO. 2015-259
ARIZONA,2016-236,ZAPATA,,NARCOTICS,TX,D,42410.0,30.0,2.0,90.0,INSTALLED AND USED,87.0,373.0,57,"32,470","9,528",83544.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-237,ZAPATA,,NARCOTICS,TX,D,42496.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,22.0,31,659,517,22994.0,1765.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-239,BURY,BITKOWER,NARCOTICS,EO,D,41375.0,30.0,2.0,90.0,INSTALLED AND USED,71.0,62.0,46,"4,438","2,266",,,,,,,,,,
ARIZONA,2016-241,HUMETEWA,,NARCOTICS,"WC,TX",D,42537.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,0.0,0,0,0,10872.0,2752.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-242,BURY,,NARCOTICS,TX,D,42482.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,5.0,11,303,170,73540.0,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-243,ZAPATA,,NARCOTICS,TX,D,42523.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,17.0,36,510,386,36770.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-246,SOTO,,NARCOTICS,TX,D,42529.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,110.0,78,"3,211","1,655",73540.0,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-248,ZAPATA,,NARCOTICS,TX,D,42277.0,30.0,9.0,300.0,INSTALLED AND USED,274.0,62.0,135,"17,025","5,792",491071.0,10099.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-250,ZAPATA,O'BRIEN,NARCOTICS,"WC,TX,EO",D,42466.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,127.0,156,"11,437","5,804",24000.0,2000.0,0.0,,,,,,,
ARIZONA,2016-251,JORGENSON,O'BRIEN,NARCOTICS,EO,D,42516.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,,,,,,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-252,JORGENSON,O'BRIEN,NARCOTICS,EO,D,42516.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,416.0,234,"37,489","19,175",,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-253,ZAPATA,,NARCOTICS,TX,D,42325.0,30.0,10.0,330.0,INSTALLED AND USED,306.0,62.0,97,"19,153","10,161",370331.0,10559.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARIZONA,2016-255,ZAPATA,BLANCO,NARCOTICS,EO,D,42485.0,30.0,4.0,150.0,INSTALLED AND USED,150.0,,,,,1388246.0,537734.0,,,,,,,,
ARIZONA,2016-256,ZAPATA,BLANCO,NARCOTICS,EO,D,42485.0,30.0,4.0,150.0,INSTALLED AND USED,150.0,382.0,"1,316","57,385","36,726",,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-257,ZAPATA,BLANCO,NARCOTICS,EO,D,42578.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,238.0,"1,710","28,569","19,051",,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-258,BURY,BLANCO,NARCOTICS,EO,D,42625.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,822.0,578,"74,063","49,464",,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-259,ZAPATA,SUH,NARCOTICS,"WC,EO",D,42696.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,960.0,153,"28,821","22,607",1388246.0,537734.0,0.0,0.0,,,,0.0,,
ARIZONA,2016-260,ZAPATA,HULSER,NARCOTICS,"WC,EO",D,42662.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,,,,,,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-261,ZAPATA,SUH,NARCOTICS,"WC,EO",D,42696.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-262,BURY,BLANCO,NARCOTICS,EO,D,42625.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,,,,,,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-263,ZAPATA,HULSER,NARCOTICS,"WC,EO",D,42662.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,1109.0,409,"66,561","32,042",,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-264,ZAPATA,BLANCO,NARCOTICS,EO,D,42578.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,,,,,,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-265,BURY,BLANCO,NARCOTICS,EO,D,42625.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,822.0,578,"74,063","49,464",,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-266,ZAPATA,HULSER,NARCOTICS,"WC,EO",D,42662.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,1109.0,409,"66,561","32,042",1388246.0,537734.0,,,,,,,,
ARIZONA,2016-267,BURY,BLANCO,NARCOTICS,EO,D,42625.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,822.0,578,"74,063","49,464",,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-268,ZAPATA,SUH,NARCOTICS,"WC,EO",D,42696.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,960.0,153,"28,821","22,607",1388246.0,537734.0,0.0,0.0,,,,0.0,,
ARIZONA,2016-269,BURY,BLANCO,NARCOTICS,EO,D,42625.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,822.0,578,"74,063","49,464",,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-270,ZAPATA,SUH,NARCOTICS,"WC,EO",D,42696.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,960.0,153,"28,821","22,607",1388246.0,537734.0,0.0,0.0,,,,0.0,,
ARIZONA,2016-271,BURY,BLANCO,NARCOTICS,EO,D,42625.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,822.0,578,"74,063","49,464",,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-272,BURY,BLANCO,NARCOTICS,EO,D,42625.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,822.0,578,"74,063","49,464",,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-273,BURY,BLANCO,NARCOTICS,EO,D,42625.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,822.0,578,"74,063","49,464",,,,,,,,,RELATED TO NO. 2016-255,
ARIZONA,2016-274,ZAPATA,,CONSPIRACY,"WC,TX",D,42496.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-275,SNOW,BLANCO,NARCOTICS,"WC,TX,EO",D,42648.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-276,ZAPATA,BLANCO,CONSPIRACY,"WC,TX",D,42569.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-277,HUMETEWA,SUH,NARCOTICS,"WC,TX,EO",D,42332.0,30.0,9.0,300.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-278,HUMETEWA,O'BRIEN,NARCOTICS,"WC,EO",D,42541.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-279,SNOW,DOWNING,NARCOTICS,"WC,TX,EO",D,42627.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-280,ZAPATA,DOWNING,DRUGS - ILLEGAL,TX,D,42569.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-281,ZAPATA,SUH,NARCOTICS,"WC,EO",D,42685.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-282,BURY,O'BRIEN,NARCOTICS,EO,D,42451.0,30.0,3.0,120.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-283,HUMETEWA,O'BRIEN,NARCOTICS,"WC,EO",D,42506.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-284,HUMETEWA,O'BRIEN,NARCOTICS,"WC,EF,EO",D,42332.0,30.0,5.0,180.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-285,HUMETEWA,SUH,NARCOTICS,"WC,TX,EO",D,42506.0,30.0,5.0,180.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-286,SNOW,O'BRIEN,NARCOTICS,"WC,TX,EO",D,42627.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2016-287,HUMETEWA,HULSER,NARCOTICS,"WC,TX,EO",D,42646.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
