"Wiretap Table B-1. State Courts
Report of Court-Authorized Intercepts of Wire, Oral, or Electronic Communications Pursuant to 18 U.S.C. 2519
CALIFORNIA,LOS ANGELES,2018-76865,FIDLER,LACEY,NARCOTICS,WC,D,43166.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,9.0,184,"1,117",178,136364.0,4000.0,6.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76866,FIDLER,LACEY,NARCOTICS,WC,D,43168.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,12.0,10,718,301,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76867,FIDLER,LACEY,NARCOTICS,WC,D,43169.0,15.0,0.0,15.0,INSTALLED AND USED,15.0,187.0,171,"2,806",17,32500.0,2500.0,4.0,1.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76868,FIDLER,LACEY,NARCOTICS,WC,D,43173.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,21.0,30,"2,543","1,072",20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76869,FIDLER,LACEY,NARCOTICS,WC,D,43377.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,12.0,55,710,296,88500.0,4000.0,0.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76870,FIDLER,LACEY,NARCOTICS,WC,D,43174.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,17.0,17,"1,048",250,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76871,FIDLER,LACEY,NARCOTICS,WC,D,43375.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,1.0,12,31,0,46250.0,4000.0,0.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76872,FIDLER,LACEY,NARCOTICS,WC,D,43174.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,45.0,0,"1,348",16,25853.0,1500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76873,FIDLER,LACEY,NARCOTICS,WC,D,43377.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,423.0,166,"12,701","1,650",31297.0,2400.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76874,FIDLER,LACEY,NARCOTICS,WC,D,43173.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,73.0,160,"2,196",43,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76875,FIDLER,LACEY,NARCOTICS,WC,D,43383.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,146.0,24,"4,368",75,25125.0,4000.0,0.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76876,FIDLER,LACEY,MURDER,WC,D,43250.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,32.0,120,974,0,19330.0,7500.0,1.0,1.0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76877,FIDLER,LACEY,NARCOTICS,WC,D,43390.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,52.0,110,"3,090",861,20000.0,2000.0,0.0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76878,FIDLER,LACEY,NARCOTICS,WC,D,43180.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,5,196,59,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76879,FIDLER,LACEY,NARCOTICS,WC,D,43395.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,20000.0,2000.0,0.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76880,FIDLER,LACEY,NARCOTICS,WC,D,43181.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,24.0,4,724,154,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76881,FIDLER,LACEY,NARCOTICS,WC,D,43313.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,8.0,82,952,483,130750.0,4000.0,3.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76882,FIDLER,LACEY,NARCOTICS,WC,D,43228.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,5,71,25,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76883,FIDLER,LACEY,NARCOTICS,WC,D,43402.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,12.0,41,351,6,46250.0,4000.0,0.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76884,FIDLER,LACEY,NARCOTICS,WC,D,43207.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,79.0,11,949,41,29500.0,1500.0,1.0,0,0.0,0.0,0.0,1.0,,
CALIFORNIA,LOS ANGELES,2018-76885,FIDLER,LACEY,NARCOTICS,WC,D,43417.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,46250.0,4000.0,0.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76886,FIDLER,LACEY,MURDER,WC,D,43174.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,9.0,10,170,0,8000.0,4000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76887,FIDLER,LACEY,MURDER,WC,D,43346.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,1104.0,713,"99,400",361,102500.0,12500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76888,FIDLER,LACEY,NARCOTICS,WC,D,43181.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,52.0,27,"3,117",259,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76889,FIDLER,LACEY,MURDER,WC,D,43406.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,113.0,94,"3,386",5,19000.0,2500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76890,FIDLER,LACEY,NARCOTICS,WC,D,43180.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,49.0,25,"1,471",513,38500.0,12500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76891,FIDLER,LACEY,MURDER,WC,D,43405.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,68.0,82,"2,048",6,19000.0,2500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76892,FIDLER,LACEY,NARCOTICS,WC,D,43193.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,1.0,1,35,15,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76893,FIDLER,LACEY,NARCOTICS,WC,D,43417.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,46250.0,4000.0,0.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76894,FIDLER,LACEY,NARCOTICS,WC,D,43187.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,20.0,84,"1,225",151,70182.0,4000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76895,FIDLER,LACEY,NARCOTICS,WC,D,43383.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,112.0,135,"3,351",41,30000.0,2000.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-76840
CALIFORNIA,LOS ANGELES,2018-76896,FIDLER,LACEY,NARCOTICS,WC,D,43187.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,3.0,9,209,50,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76897,FIDLER,LACEY,NARCOTICS,WC,D,42989.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,74.0,29,"8,914","1,376",20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76898,FIDLER,LACEY,NARCOTICS,WC,D,43195.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,12.0,15,"1,484",548,20000.0,2000.0,1.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76899,FIDLER,LACEY,NARCOTICS,WC,D,43059.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,21.0,10,"1,906",377,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76900,FIDLER,LACEY,NARCOTICS,WC,D,43193.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,14.0,9,429,79,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76901,FIDLER,LACEY,NARCOTICS,WC,D,43061.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,2.0,5,136,44,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76902,FIDLER,LACEY,NARCOTICS,WC,D,43196.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,62.0,44,"3,737","1,204",52294.0,4000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76903,FIDLER,LACEY,NARCOTICS,WC,D,43070.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,74.0,174,"4,416",679,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76904,FIDLER,LACEY,NARCOTICS,WC,D,43075.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,1,2,0,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76905,FIDLER,LACEY,NARCOTICS,WC,D,43202.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,18,326,77,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76906,FIDLER,LACEY,NARCOTICS,WC,D,43088.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,11.0,36,669,241,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76907,FIDLER,LACEY,NARCOTICS,WC,D,43215.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,81.0,152,"2,444",42,37091.0,4000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76908,FIDLER,LACEY,NARCOTICS,WC,D,43096.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,2,136,64,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76909,FIDLER,LACEY,NARCOTICS,WC,D,43214.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,81.0,152,"2,444",42,37091.0,4000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76910,FIDLER,LACEY,NARCOTICS,WC,D,43081.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,1.0,8,23,10,49500.0,1500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76911,FIDLER,LACEY,NARCOTICS,WC,D,43206.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,74.0,203,"4,426",152,70182.0,4000.0,0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76912,FIDLER,LACEY,NARCOTICS,WC,D,43081.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,3,45,5,49500.0,1500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76913,FIDLER,LACEY,NARCOTICS,WC,D,43210.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,124.0,49,"3,724","1,438",41000.0,15000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76914,FIDLER,LACEY,NARCOTICS,WC,D,43104.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,5,77,26,49500.0,1500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76916,FIDLER,LACEY,NARCOTICS,WC,D,43089.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,3,58,18,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76917,FIDLER,LACEY,NARCOTICS,WC,D,43221.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76918,FIDLER,LACEY,NARCOTICS,WC,D,43089.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,26,283,186,20000.0,2000.0,1.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76919,FIDLER,LACEY,NARCOTICS,WC,D,43213.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,2.0,4,136,45,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76920,FIDLER,LACEY,NARCOTICS,WC,D,43105.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,2,9,3,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76921,FIDLER,LACEY,NARCOTICS,WC,D,43216.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,34000.0,4000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76922,FIDLER,LACEY,NARCOTICS,WC,D,43118.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,22.0,32,653,18,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76923,FIDLER,LACEY,NARCOTICS,WC,D,43216.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,121.0,32,"3,637","1,306",59227.0,15000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76924,FIDLER,LACEY,NARCOTICS,WC,D,43123.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,12.0,111,355,108,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76925,FIDLER,LACEY,NARCOTICS,WC,D,43221.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,1,1,0,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76926,FIDLER,LACEY,NARCOTICS,WC,D,43024.0,30.0,3.0,120.0,INSTALLED AND USED,104.0,82.0,192,"8,576","1,046",161588.0,6000.0,1.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76927,FIDLER,LACEY,NARCOTICS,WC,D,43217.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,9.0,7,822,296,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76928,FIDLER,LACEY,NARCOTICS,WC,D,43061.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,11.0,60,639,184,99000.0,3000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76929,FIDLER,LACEY,NARCOTICS,WC,D,43222.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,31,200,9,30000.0,5000.0,0.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76930,FIDLER,LACEY,NARCOTICS,WC,D,43083.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,44,251,15,57078.0,3100.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76931,FIDLER,LACEY,NARCOTICS,WC,D,43221.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,18,259,72,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76932,FIDLER,LACEY,NARCOTICS,WC,D,43060.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,32.0,74,"1,936",454,49500.0,1500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76933,FIDLER,LACEY,NARCOTICS,WC,D,43230.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,28.0,160,828,2,37091.0,4000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76934,FIDLER,LACEY,NARCOTICS,WC,D,43035.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,19.0,9,"1,713",410,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76935,FIDLER,LACEY,NARCOTICS,WC,D,43229.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,11.0,7,686,313,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76936,FIDLER,LACEY,NARCOTICS,WC,D,43087.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,1,85,24,50000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76937,FIDLER,LACEY,NARCOTICS,WC,D,43235.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,55.0,394,"4,970",327,130750.0,4000.0,1.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76938,FIDLER,LACEY,NARCOTICS,WC,D,43097.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,2.0,1,103,45,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76939,FIDLER,LACEY,MURDER,WC,"D,H",43075.0,30.0,1.0,60.0,INSTALLED AND USED,39.0,435.0,167,"16,969",211,69500.0,2500.0,3.0,0,0.0,0.0,0.0,1.0,,
CALIFORNIA,LOS ANGELES,2018-76940,FIDLER,LACEY,NARCOTICS,WC,D,43248.0,30.0,0.0,30.0,INSTALLED AND USED,60.0,46.0,152,"2,778",540,61194.0,3400.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76941,FIDLER,LACEY,NARCOTICS,WC,D,43112.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,26.0,124,"1,585",112,40000.0,4000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76942,FIDLER,LACEY,NARCOTICS,WC,D,43237.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,53.0,461,"1,602",22,64800.0,4800.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76943,FIDLER,LACEY,NARCOTICS,WC,D,43146.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,84.0,0,"5,057",194,29557.0,3000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76944,FIDLER,LACEY,OTHER,WC,D,43249.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,6,143,59,15500.0,2500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76945,FIDLER,LACEY,NARCOTICS,WC,D,43112.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,34.0,36,"3,060",864,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76946,FIDLER,LACEY,MURDER,WC,D,43235.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,28.0,167,833,35,38000.0,5000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76947,FIDLER,LACEY,NARCOTICS,WC,D,43241.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,4,14,1,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76948,FIDLER,LACEY,NARCOTICS,WC,D,43256.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76949,FIDLER,LACEY,NARCOTICS,WC,D,43250.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,21.0,13,616,220,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76950,FIDLER,LACEY,NARCOTICS,WC,D,43251.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,25,113,11,37091.0,4000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76951,FIDLER,LACEY,NARCOTICS,WC,D,43249.0,30.0,0.0,30.0,INSTALLED AND USED,10.0,0.0,0,0,0,30000.0,5000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76952,FIDLER,LACEY,NARCOTICS,WC,D,43258.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,2.0,8,120,37,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76953,FIDLER,LACEY,NARCOTICS,WC,D,43119.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,8.0,12,693,277,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76954,FIDLER,LACEY,NARCOTICS,WC,D,43270.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,33.0,102,"1,978",390,46250.0,4000.0,3.0,0,0.0,0.0,3.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76955,FIDLER,LACEY,NARCOTICS,WC,D,43116.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,3,26,5,40000.0,4000.0,0.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76956,FIDLER,LACEY,NARCOTICS,WC,D,43122.0,30.0,0.0,30.0,INSTALLED AND USED,35.0,13.0,51,471,55,40000.0,4000.0,1.0,0,0.0,0.0,1.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76957,FIDLER,LACEY,NARCOTICS,WC,D,43252.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,1.0,2,42,18,7000.0,4000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76958,FIDLER,LACEY,MURDER,WC,D,43125.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,727.0,920,"43,590",210,65000.0,5000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76959,FIDLER,LACEY,NARCOTICS,WC,D,43265.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2018-76960,FIDLER,LACEY,NARCOTICS,WC,D,43124.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,14.0,437,"1,243",16,20000.0,2000.0,1.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76961,FIDLER,LACEY,NARCOTICS,WC,D,43265.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,14,272,8,30000.0,5000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76962,FIDLER,LACEY,NARCOTICS,WC,D,43061.0,30.0,4.0,150.0,INSTALLED AND USED,150.0,22.0,304,"3,338",493,169455.0,4000.0,0.0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76963,FIDLER,LACEY,NARCOTICS,WC,D,43264.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,12,149,49,32166.0,4000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76964,FIDLER,LACEY,NARCOTICS,WC,D,43136.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,1.0,9,17,0,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76965,FIDLER,LACEY,NARCOTICS,WC,D,43272.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,1,0,15000.0,3000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76966,FIDLER,LACEY,NARCOTICS,WC,D,43140.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,34.0,22,"3,026","1,256",20000.0,2000.0,1.0,0,0.0,0.0,0.0,0.0,,
CALIFORNIA,LOS ANGELES,2018-76967,FIDLER,LACEY,NARCOTICS,WC,D,43272.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,141.0,125,"4,220",889,30597.0,1700.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76968,FIDLER,LACEY,NARCOTICS,WC,D,43271.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,105.0,218,"9,491","1,665",20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76969,FIDLER,LACEY,NARCOTICS,WC,D,43138.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,11,73,16,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76970,FIDLER,LACEY,NARCOTICS,WC,D,43119.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,64.0,32,"1,910",804,38500.0,12500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76971,FIDLER,LACEY,NARCOTICS,WC,D,43124.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,1,0,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76972,FIDLER,LACEY,NARCOTICS,WC,D,43132.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,225.0,53,"6,750","2,812",38500.0,12500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76973,FIDLER,LACEY,NARCOTICS,WC,D,43139.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,35.0,11,"1,052",375,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76974,FIDLER,LACEY,NARCOTICS,WC,D,43137.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,1,59,23,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76975,FIDLER,LACEY,MURDER,WC,D,43138.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,156.0,397,"4,673",37,32500.0,2500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76976,FIDLER,LACEY,MURDER,WC,D,43105.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,31.0,167,"1,856",272,37000.0,7000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76977,FIDLER,LACEY,NARCOTICS,WC,D,43144.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,1,3,0,15000.0,2500.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76978,FIDLER,LACEY,NARCOTICS,WC,D,43145.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,68,303,57,20000.0,2000.0,0,0,0.0,0.0,0.0,0,,
CALIFORNIA,LOS ANGELES,2018-76979,FIDLER,LACEY,NARCOTICS,WC,D,43123.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,6,318,118,30000.0,4000.0,0,0,0.0,0.0,0.0,0,,
